Title,Short Intro,Category,Sub-Category,Course Type,Skills
Architecting with Google Kubernetes Engine: Workloads,"In this course, ""Architecting with Google Kubernetes Engine: Workloads,"" you learn about performing Kubernetes operations; creating and managing deployments; the tools of GKE networking; and how to give your Kubernetes workloads persistent storage.",Computer Science,Software Development,Course,
