Title,Short Intro,Category,Sub-Category,Course Type,Skills
Child Care as a Business,This course is targeted toward individuals wishing to run a home-based child care center. It covers topics such as the fundamentals of an in-home childcare setting as a business; the importance of financial management of a child care center; the creation of a child care contract; and an exploration of how to set tuition rates. ,Social Sciences,Education,Course,
