Title,Short Intro,Category,Sub-Category,Course Type,Skills
Data Science as a Field,"This course provides a general introduction to the field of Data Science. It has been designed for aspiring data scientists, content experts who work with data scientists, or anyone interested in learning about what Data Science is and what it’s used for. Weekly topics include an overview of the skills needed to be a data scientist; the process and pitfalls involved in data science; and the practice of data science in the professional and academic world. This course is part of CU Boulder’s Master’s of Science in Data Science and was collaboratively designed by both academics and industry professionals to provide learners with an insider’s perspective on this exciting, evolving, and increasingly vital discipline.",Data Science,Data Analysis,Course,"Data Science,Applied Mathematics,Information Science,Statistics,Computer Science,"
