Title,Short Intro,Category,Sub-Category,Course Type,Skills
Meta Android Developer Professional Certificate,Launch your career as an Android app developer. Build job-ready skills for an in-demand career and earn a credential from Meta. No degree or prior experience required to get started. ,Computer Science,Mobile and Web Development,Professional Certificate,"Android Studio,Application development,Mobile Development,Linux,Web Development,Bash (Unix Shell),Github,Version Control,create arrays,Kotlin Playground,create control flow patterns using conditionals and loops,practice using and extending protocols.,declare and initialize different types of variables,Web Design,Front-End Web Development,User Experience (UX),Accessibility,Use UI component libraries to build Android UI,Create a simple Android UI,Compose UI using Kotlin UI views,Build a simple UI using the Layout Editor,Working with SQlite,Rest API's,data and databases,•	Create simple JavaScript code,•	Create and manipulate objects and arrays,•	Write unit testing using Jest,Web Application,React (Web Framework),React (Javascript Library),React,Kotlin,UX and UI,Pseudocode,Algorithms,Communication,Data Structure,Computer Science,"
