Title,Short Intro,Category,Sub-Category,Course Type,Skills
Aboriginal Worldviews and Education,"Intended for both Aboriginal and non-Aboriginal learners, this course will explore indigenous ways of knowing and how they can benefit all students. Topics include historical, social, and political issues in Aboriginal education; terminology; cultural, spiritual and philosophical themes in Aboriginal worldviews; and how Aboriginal worldviews can inform professional programs and practices, including but not limited to the field of education.",Social Sciences,Education,Course,
