Title,Short Intro,Category,Sub-Category,Course Type,Skills
Containerized Applications on AWS,"This course introduces you to container technologies and how they can be used to modernize your applications, as well as exploring how different AWS services can be used to manage and orchestrate those containers.",Information Technology,Cloud Computing,Course,"App Runner,Kubernetes,Containers,Amazon Elastic Container Registry,Microservices,"
