Title,Short Intro,Category,Sub-Category,Course Type,Skills
Managing Cybersecurity Incidents and Disasters,"Most organizations plan for routine operations, but what happens when unexpected events overtake the routine? This course examines contingency planning used to prepare for and manage non-normal operations, including cybersecurity incidents – like hacking attempts, web site defacement, denial of service attacks, information disclosures; a well as other natural and man-made cybersecurity disasters.",Information Technology,Security,Course,"Business Continuity,Disaster Recovery,Incident response planning,"
