Title,Short Intro,Category,Sub-Category,Course Type,Skills
Leadership Communication for Maximum Impact: Storytelling,"Storytelling is an essential part of leadership.  Effective leaders communicate to inspire talent to excel; to partner with investors and communities; to engage with customers and clients and to grow their impact in the world as part of a global community.  Cultivating an authentic, trustworthy and compelling narrative is vital to a leader’s success.    This course helps leaders find their own story through personal branding; develop storytelling success with all constituencies; initiate an effective voice for crisis; interact well through social and third party media; and communicate a vision for innovation.",Business,Leadership and Management,Course,"Communication,Leadership,Innovation,Crisis Management,"
