Title,Short Intro,Category,Sub-Category,Course Type,Skills
Google Project Management (DE) Professional Certificate,"In diesem Programm erlernen Sie gefragte Fähigkeiten, mit denen Sie in weniger als sechs Monaten soweit sind, eine Tätigkeit im Projektmanagement zu beginnen. Vorerfahrungen oder ein Abschluss sind nicht erforderlich.",Business,Leadership and Management,Professional Certificate,"Projektmanagement,Strategisches Denken,Veränderungsmanagement,Karriereentwicklung,Organisationskultur,Stakeholder-Management,Business Writing,Projektcharta,Aufgabenschätzung,Projektplanung,Risikomanagement,Beschaffung,Projektabwicklung,Qualitätsmanagement,•	Problemlösung,•	Scrum,•	Agiles Management,•	Einflussnahme,•	Coaching,Problemlösung,Effektive Kommunikation,"
