Title,Short Intro,Category,Sub-Category,Course Type,Skills
"Professional development: Improve yourself, always","The world of work is characterised by rapid ongoing change. In this dynamic environment, one of the most critical skills for leaders is their capacity to learn and to adapt; to engage in the continuous development of their skills in managing and leading others. This course will assist you in the ongoing development of your skills and abilities by focusing on the nature of the self-development process. You will reflect on and develop self-awareness of your current leadership style to understand the strengths you need to develop and which challenges you will face as a leader. The course also examines the change process, and explores the processes of self-regulation that underpin personal skill development.",Business,Leadership and Management,Course,
