Title,Short Intro,Category,Sub-Category,Course Type,Skills
U.S. Health Law Fundamentals,"This course explores how statutes, regulations, common law, and market forces help or hinder three major goals of policy makers: increasing access, reducing cost, and improving quality. We will examine the Supreme Court’s rulings on the ACA and other legal aspects of modern health care reform. Learners who successfully complete this course will be able to describe the laws, regulations, common law and market forces that shape our health care system and identify areas where ideas and innovation are needed; explain the malpractice system and how it influences medical practice; and analyze legal aspects of the ACA.",Health,Healthcare Management,Course,"Healthcare Management,Health Policy Analysis,Health Insurance,Affordable Care Act,"
