Title,Short Intro,Category,Sub-Category,Course Type,Skills
Crash Course on Python,"This course is designed to teach you the foundations in order to write simple programs in Python using the most common structures. No previous exposure to programming is needed. By the end of this course, you'll understand the benefits of programming in IT roles; be able to write simple programs using Python; figure out how the building blocks of programming fit together; and combine all of this knowledge to solve a complex programming problem. ",Information Technology,Support and Operations,Course,"Basic Python Data Structures,Fundamental Programming Concepts,Basic Python Syntax,Python Programming,Object-Oriented Programming (OOP),"
