Title,Short Intro,Category,Sub-Category,Course Type,Skills
Professional Skills for International Business,This course provides insight into the key professional skills needed by managers at all levels of an organisation. You’ll learn key skills such as how to make a positive first impression; how to become a role model at work; effective time and resource management; and networking.,Business,Business Essentials,Course,"Delegation,Personal Branding,Leadership,Management,"
