Title,Short Intro,Category,Sub-Category,Course Type,Skills
Google Data Analytics (DE) Professional Certificate,"Ihr Karriere im Bereich Data Analytics. In diesem Programm erlernen Sie gefragte Fähigkeiten, mit denen Sie in weniger als 6 Monaten soweit sind, eine Tätigkeit im Bereich UX-Design zu beginnen. Vorerfahrungen oder ein Abschluss sind nicht erforderlich.",Data Science,Data Analysis,Professional Certificate,"Datenbereinigung,Kalkulationstabelle,Datenvisualisierung (DataViz),Datenanalyse,SQL,Entscheidungsfindung,Tabellenkalkulation,Problemlösung,Fragestellung,Datenerhebung,Metadaten,Datenethik,Datenintegrität,Bestimmung der Stichprobengröße,Datenberechnungen,-	Tabellenkalkulation,Datenaggregation,-	Präsentation,-	Datenanalyse,-	Datenvisualisierung (DataViz),-	Tableau-Software,-	R-Programmierung,-	Rstudio,-	R Markdown,-	Fallstudie,-	Job-Portfolio,-	Datenbereinigung,"
