Title,Short Intro,Category,Sub-Category,Course Type,Skills
UI UX Bootcamp,"Become a Certified UI UX Expert in 5 months from UMass Amherst & become a part of the prestigious UMass Amherst Alumni Association. Bootcamp offers 100% Live Online Classes, Portfolio creation via Capstone Projects; Designer Tools coaching followed by Simplilearn's Job Assistance",,,,
