Title,Short Intro,Category,Sub-Category,Course Type,Skills
People and Soft Skills Assessment ,"Knowledge of people and soft skills are increasingly coming into focus and being recognized as critical for success – we can also call them  ""Success Skills"" or ""Power Skills"".  These skills and behaviours include: creating & delivering presentations; using the agile approach for working professionally to deliver quality work & experiences to clients; effectively collaborating with teams; effective impactful communications; dealing with challenges in a controlled & focused manner; and problem solving & solution implementation.",Personal Development,Personal Development,Course,"Social Skills,Professional Development,People Skills,Soft skills,Effective Communication,"
