Title,Short Intro,Category,Sub-Category,Course Type,Skills
Meta iOS Developer Professional Certificate,Launch your career as an iOS developer. Build job-ready skills for an in-demand career and earn a credential from Meta. No degree or prior experience required to get started. ,Computer Science,Mobile and Web Development,Professional Certificate,"iOS App Development,Application development,Mobile Development,Linux,Web Development,Bash (Unix Shell),Github,Version Control,Swift Programming,Web Design,Front-End Web Development,User Experience (UX),Accessibility,use navigation in your apps,Json,APIs,Core Data,•	Create simple JavaScript code,•	Create and manipulate objects and arrays,•	Write unit testing using Jest,Web Application,React (Web Framework),React (Javascript Library),React,Software Architecture,UI development,Data Management,Pseudocode,Algorithms,Communication,Data Structure,Computer Science,"
