Title,Short Intro,Category,Sub-Category,Course Type,Skills
Leadership Through Social Influence,"This course will provide learners with a systematic general framework for analyzing persuasive influence situations. Learners will be able to identify different challenges faced by persuaders and to fashion appropriate strategies for addressing those challenges. The broad goal is to provide learners with not only an extensive persuasion tool kit, but also with an understanding of how different tools are useful in different situations. Specifically, the course will address four broad topics: strategies for influencing people’s personal attitudes; strategies for affecting social factors influencing behavior; strategies for affecting people’s perceived ability to undertake the desired behavior; and strategies for inducing people to act on their existing intentions.",Business,Leadership and Management,Course,"Communication,Negotiation,Leadership,Communications Management,"
