Title,Short Intro,Category,Sub-Category,Course Type,Skills
Excel Skills for Business: Advanced,"Spreadsheet software remains one of the most ubiquitous pieces of software used in workplaces around the world. Learning to confidently operate this software means adding a highly valuable asset to your employability portfolio. Across the globe, millions of job advertisements requiring Excel skills are posted every day. At a time when digital skills jobs are growing much faster than non-digital jobs, completing this course will position you ahead of others, so keep reading.",Business,Business Essentials,Course,"Dashboard (Business),Financial Modeling,Microsoft Excel,Data Cleansing,"
