Title,Short Intro,Category,Sub-Category,Course Type,Skills
Creativity Toolkit I: Changing Perspectives,"Thinking and doing the same things faster and better is not enough for innovation; we need creativity. Fortunately, creativity is a skill you can learn. This course will examine when, why, and how you can be creative so you can go through the creative process more efficiently and effectively. It teaches concrete steps to enable you to change your perspective to see new possibilities and solutions. It clarifies what to expect from the creative process and provides support for how you can sustain your progress. It also provides guidance on leading a supportive culture for creativity. The result is an ability to increase your own creativity and that of your teams and organizations so as to recognize and develop new opportunities.",Business,Entrepreneurship,Course,"Emotional Intelligence,Personal Productivity,Adaptibility,Problem Solving,Knowledge of Human Behavior,"
