Title,Short Intro,Category,Sub-Category,Course Type,Skills
Understanding Financial Statements: Company Performance,"This course is designed to provide a basic understanding of financial statements with an emphasis on the income statement. Building on the foundation formed in the first course, you will learn about the third of our three measurement questions and how the income statement helps to answer this final measurement question. Returning to the real business people introduced in the first course, this second course describes the basic content of income statement in a simple yet relevant context. The course ends by summarizing many of the lessons learned in both courses to leave you with a lasting impression about what financial statements are and how accounting can work for you. We all know that accounting is “the language of business”; let’s make learning this language engaging, and perhaps even fun!",Business,Business Essentials,Course,"Income Statement,Financial Ratio,Financial Statement,Balance Sheet,"
