Title,Short Intro,Category,Sub-Category,Course Type,Skills
Oil & Gas Industry Operations and Markets ,"The oil and gas industry has an enormous impact on all aspects of daily life. Individuals, corporations, and national governments make financial and policy decisions based on the cost, use, and availability of these two natural resources. This two-week course looks at the two most fundamental aspects of the oil and gas industry, its operations and markets, each of which is addressed as a separate module in the course. In the operations module, the course provides an overview of the production of oil and gas, from initial exploration to final transport. The second module focuses on the forces that drive the industry's operations, the oil and gas markets, including the cost of wells, seasonal impacts on prices, and the role of oil reserves. After every lesson, learners will take short quizzes to test their newly acquired knowledge, participant in crowd-sourced discussions about global markets, and complete a final project.",Physical Science and Engineering,Environmental Science and Sustainability,Course,"Energy,Geology,Directional Drilling,Enhanced Oil Recovery,"
