Title,Short Intro,Category,Sub-Category,Course Type,Skills
Supply Chain Management Strategy,"Have you ever wondered what it takes to manage a successful supply chain? It all comes down to the right strategy. Supply Chain Management Strategy is the indispensable direction for managing a successful supply chain.  This course is the capstone of the Supply Chain Management specialization. While, it is strongly recommended that you take all courses in this specialization, you do not have to if you believe you already have those skills. You will use the tools acquired in the previous four courses to create a supply chain management strategy in a real-life case scenario. At the completion of this course you will have shown mastery of the tools and techniques to successfully manage a complex network of companies that we call the supply chain.",Business,Business Strategy,Course,"Supply Chain Strategy,Supply Chain Risk Management,Supply Chain,"
