Title,Short Intro,Category,Sub-Category,Course Type,Skills
Understanding and Visualizing Data with Python,"In this course, learners will be introduced to the field of statistics, including where data come from, study design, data management, and exploring and visualizing data. Learners will identify different types of data, and learn how to visualize, analyze, and interpret summaries for both univariate and multivariate data. Learners will also be introduced to the differences between probability and non-probability sampling from larger populations, the idea of how sample estimates vary, and how inferences can be made about larger populations based on probability sampling.",Data Science,Data Analysis,Course,"Statistics,Data Analysis,Python Programming,Data Visualization (DataViz),"
