Title,Short Intro,Category,Sub-Category,Course Type,Skills
Google UX Design (PT) Professional Certificate,"Seu caminho para uma carreira em design de UX. Neste programa, você aprenderá as habilidades necessárias para começar a trabalhar em menos de seis meses. ",Computer Science,Design and Product,Professional Certificate,"Pesquisa de UX,Design de experiência do usuário (UXD),Wireframe,Prototipo,Experiência do usuário (UX),Testagem de usabilidade,maquete,Figma,Adobe XD,Empregos em Design de UX,"
