Title,Short Intro,Category,Sub-Category,Course Type,Skills
Bugs 101: Insect-Human Interactions,"Of all the animals on earth, which are the strongest for their size? What about the fastest? Who were the first animals to evolve flight? Insects take all of these titles and more! As the most abundant animals on the planet, insects and other arthropods affect our lives in so many ways. From beneficial interactions like pollination and biological pest control, to the transmission of life threatening diseases; this course will teach you about the big ways that these little arthropods impact our lives. ",Health,Basic Science,Course,"Biology,Entomology,Science,Ecology,"
