Title,Short Intro,Category,Sub-Category,Course Type,Skills
Introduction to Typography,"Typography is the art of manipulating the visual form of language to enrich and control its meaning. It’s an essential area of skill and knowledge for graphic designers. Typography predates modern graphic design by around 500 years; it is rich in rules, conventions, and esoteric terminology—but it remains an exciting space for invention and expression.",Arts and Humanities,Music and Art,Course,"Creativity,Adobe Illustrator,History,Graphics,Adobe Indesign,"
